Department English,Department French,URLs
Women and Gender Equality Canada,,https://www.canada.ca/en/status-women/news/2020/05/statement-from-minister-monsef-and-minister-charest-on-support-for-womens-shelters-and-centres-for-victims-of-sexual-and-domestic-violence-in-quebe.html
"",Transports Canada,https://www.canada.ca/fr/transports-canada/nouvelles/2020/04/utilisation-de-masques-non-medicaux-ou-de-couvre-visages-dans-le-reseau-de-transport-du-canada.html
Investment and Innovation,,https://www.tradecommissioner.gc.ca/country_info_reports-info_pays_rapports.aspx?lang=eng
"",Agriculture et Agroalimentaire Canada,https://www.canada.ca/fr/agriculture-agroalimentaire/nouvelles/2020/06/discours-pour-lhonorable-marie-claude-bibeau-comite-de-lagriculture.html
Department of Justice Canada,,https://www.canada.ca/en/department-justice/news/2020/06/government-delays-divorce-act-amendments-coming-in-to-force-in-response-to-requests-from-justice-partners-due-to-covid-19-pandemic.html
"",Cabinet du juge militaire en chef,https://www.canada.ca/fr/juge-militaire-chef/covet19.html
Transport Canada,,https://www.canada.ca/en/transport-canada/news/2020/03/government-of-canada-announces-intention-to-defer-the-start-of-cruise-ship-season-in-canada-as-covid-19-response-measure.html
Department of Justice Canada,,https://www.canada.ca/en/department-justice/news/2020/07/new-key-guidance-for-resumption-of-criminal-jury-trials.html
Outreach and E-Communications Division,,https://www.tradecommissioner.gc.ca/tcs-sdc/cta-atc/new_york-digital-numerique.aspx?lang=eng
Refugees and Citizenship Canada,,https://www.cic.gc.ca/emp/index-eng.asp
Infrastructure Canada,,https://www.canada.ca/en/office-infrastructure/news/2020/06/canada-and-ontario-invest-in-public-transit-and-active-transportation-infrastructure-for-residents-of-the-niagara-region.html
Infrastructure Canada,,https://www.canada.ca/en/office-infrastructure/news/2020/06/backgroundermanitobas-202021-federal-gas-tax-fund-allocations.html
Western Economic Diversification Canada,,https://www.canada.ca/en/western-economic-diversification/news/2020/05/covid-19-western-economic-diversification-canada-launches-regional-relief-and-recovery-fund-to-support-local-economy.html
"",Savoir polaire Canada,https://www.canada.ca/fr/savoir-polaire/nouvelles/2020/03/savoir-polaire-canada-prend-des-mesures-pour-prevenir-les-risques-du-coronavirus-dans-la-region-de-cambridge-bay.html
"",Développement économique Canada pour les régions du Québec,https://www.canada.ca/fr/developpement-economique-regions-quebec/nouvelles/2020/06/covid-19--713-millions-de-dollars-pour-soutenir-les-communautes-rurales-du-quebec.html
Transport Canada,,https://www.canada.ca/en/transport-canada/news/2020/06/temperature-screening-for-air-travel.html
Infrastructure Canada,,https://www.canada.ca/en/office-infrastructure/news/2020/07/canada-and-british-columbia-invest-in-infrastructure-in-the-vancouver-island-region-to-create-jobs-and-strengthen-communities.html
Service Canada,,https://www.canada.ca/en/services/benefits/publicpensions/notice-covid-19/one-time-payment.html
"",Infrastructure Canada,https://www.canada.ca/fr/bureau-infrastructure/nouvelles/2020/06/le-canada-et-lontario-soutiennent-lamelioration-des-infrastructures-de-cyclisme-et-de-transport-en-commun-pour-les-residents-de-guelph.html
Communications Branch,,http://dfo-mpo.gc.ca/fisheries-peches/commercial-commerciale/index-eng.html
Communications Branch,,https://www.ccg-gcc.gc.ca/publications/safety-bulletin-securite/5404-2020-04-eng.html
Government of Canada; Aboriginal Affairs and Northern Development Canada,,https://nutritionnorthcanada.gc.ca/eng/1415540731169/1415540791407
Financial Consumer Agency of Canada,N/A,https://www.canada.ca/en/financial-consumer-agency
Communications Branch,,https://dfo-mpo.gc.ca/aquaculture/index-eng.htm
Women and Gender Equality Canada,,https://www.canada.ca/en/status-women/news/2020/07/government-of-canada-supports-survivors-of-gender-based-violence-in-quebec.html
"",Infrastructure Canada,https://www.canada.ca/fr/bureau-infrastructure/nouvelles/2020/07/le-canada-et-la-colombie-britannique-investissent-dans-les-infrastructures-de-la-region-de-lile-de-vancouver-pour-creer-des-emplois-et-renforcer-le.html
Infrastructure Canada,,https://www.canada.ca/en/office-infrastructure/news/2020/07/canada-and-british-columbia-invest-in-infrastructure-in-the-lower-mainland-to-create-jobs-and-strengthen-communities.html
E Division,,http://mission.rcmp-grc.gc.ca/viewpage.action?contentid=63720&languageid=1&sitenodeid=2087
"",Division E,http://mission.rcmp-grc.gc.ca/viewpage.action?contentid=63720&languageid=4&sitenodeid=2081
E Division,,http://kelowna.rcmp-grc.gc.ca/viewpage.action?contentid=63720&languageid=1&sitenodeid=2087
Parole Board of Canada,N/A,www.canada.ca/en/parole-board
"",Division E,http://kelowna.rcmp-grc.gc.ca/viewpage.action?contentid=63720&languageid=4&sitenodeid=2081
"",Division E,http://princegeorge.rcmp-grc.gc.ca/viewpage.action?contentid=63840&languageid=4&sitenodeid=2126
"",Service Canada,https://www.canada.ca/fr/services/sante/employes-sc-aspc/messages/sondage-ponctuel-employes-covid-19.html
Service Canada,,https://www.canada.ca/en/news/web-feeds/corona-ma-nr-st.html
Agriculture and Agri-Food Canada,,https://www.canada.ca/en/agriculture-agri-food/news/2020/06/supporting-albertas-beekeepers-during-covid-19.html
E Division,,http://mission.rcmp-grc.gc.ca/viewpage.action?contentid=63720&languageid=1&sitenodeid=2081
Service Canada,,https://www.canada.ca/en/services/benefits/education/student-aid/grants-loans/repay.html
"",Sécurité publique Canada,https://www.canada.ca/fr/securite-publique-canada/campagnes/covid19.html
E Division,,http://kelowna.rcmp-grc.gc.ca/viewpage.action?contentid=63720&languageid=1&sitenodeid=2081
"",Division E,http://kelowna.rcmp-grc.gc.ca/viewpage.action?contentid=63720&languageid=4&sitenodeid=2087
"",Division E,http://mission.rcmp-grc.gc.ca/viewpage.action?contentid=63720&languageid=4&sitenodeid=2087
Crown-Indigenous Relations and Northern Affairs Canada,,https://www.canada.ca/en/crown-indigenous-relations-northern-affairs/news/2020/07/harvesting-programs-supporting-inuit-way-of-life-amid-covid-19-pandemic.html
"",Agence des services frontaliers du Canada,https://www.canada.ca/fr/agence-services-frontaliers/nouvelles/2020/05/avis-aux-voyageurs--mesures-frontalieres-liees-a-la-covid-19-au-jardin-international-de-la-paix.html
"",Infrastructure Canada,https://www.canada.ca/fr/bureau-infrastructure/nouvelles/2020/06/document-dinformation-le-canada-et-lontario-investissent-dans-des-infrastructures-de-transport-en-commun-et-de-transport-actif-afin-de-soutenir-les.html
"",Secrétariat du Conseil du Trésor du Canada,https://www.canada.ca/fr/secretariat-conseil-tresor/services/avis-politique/avis-politique-marches-2020-1-reponse-a-covid19.html
E Division,,http://princegeorge.rcmp-grc.gc.ca/viewpage.action?contentid=63840&languageid=1&sitenodeid=2126
Canadian Police College,,http://www.cpc-ccp.gc.ca/news-nouvelles/2020/03-13-eng.htm
Veterans Affairs Canada,,https://www.veterans.gc.ca/eng/about-vac/news-media/infographics-infobytes/covid-19
N/A,Emploi et Développement social Canada,www.canada.ca/fr/emploi-developpement-social
"",Service correctionnel Canada,https://www.canada.ca/fr/service-correctionnel/nouvelles/2020/03/mise-a-jour-sur-les-tests-de-depistage-de-la-covid-19-a-letablissement-de-port-cartier.html
Canada Revenue Agency,,https://www.canada.ca/en/services/taxes/child-and-family-benefits.html
"",Infrastructure Canada,https://www.canada.ca/fr/bureau-infrastructure/nouvelles/2020/06/le-canada-et-lontario-investissent-dans-les-infrastructures-de-transport-en-commun-et-de-transport-actif-pour-les-residents-de-la-region-de-niagara.html
"",Secrétariat du Conseil du Trésor du Canada,https://www.canada.ca/fr/secretariat-conseil-tresor/nouvelles/2020/06/declaration-de-lhonorable-jean-yves-duclos-sur-lassouplissement-des-restrictions-liees-a-la-pandemie-de-covid-19.html
Canada Border Services Agency,,https://www.canada.ca/en/border-services-agency/news/2020/04/test.html
Canada Economic Development for Quebec Regions,,https://www.canada.ca/en/economic-development-quebec-regions/news/2020/07/invitation-to-media---minister-melanie-joly-to-visit-innovative-quebec-manufacturing-business-valmec.html
"",Infrastructure Canada,https://www.canada.ca/fr/bureau-infrastructure/nouvelles/2020/06/document-dinformation-nunavuts-202021-federal-gas-tax-fund-allocations.html
Agriculture and Agri-Food Canada,,https://www.canada.ca/en/agriculture-agri-food/news/2020/06/speech-for-the-honourable-marie-claude-bibeau-agri-committee.html
Infrastructure Canada,,https://www.canada.ca/en/office-infrastructure/news/2020/07/canada-and-ontario-invest-in-more-accessible-public-transit-infrastructure-for-barrie-residents.html
"",Infrastructure Canada,https://www.canada.ca/fr/bureau-infrastructure/nouvelles/2020/06/document-dinformation-le-canada-et-lontario-investissent-dans-les-routes-et-les-ponts-pour-soutenir-les-collectivites-rurales-du-centre-et-de-lest-.html
"",Développement économique Canada pour les régions du Québec,https://www.canada.ca/fr/developpement-economique-regions-quebec/nouvelles/2020/07/appuyer-linnovation-pour-une-economie-du-quebec-plus-forte.html
Infrastructure Canada,,https://www.canada.ca/en/office-infrastructure/news/2020/06/backgrounder-northwest-territories-202021-federal-gas-tax-fund-allocations.html
Infrastructure Canada,,https://www.canada.ca/en/office-infrastructure/news/2020/06/supporting-communities-and-restarting-local-economies-across-nunavut.html
Infrastructure Canada,,https://www.canada.ca/en/office-infrastructure/news/2020/06/canada-and-newfoundland-and-labrador-invest-in-expansion-of-recreation-complex-to-support-deer-lake-residents.html
Agriculture and Agri-Food Canada,,https://www.canada.ca/en/agriculture-agri-food/news/2020/05/canada-and-ontario-take-steps-to-further-protect-farm-workers.html
"",Commission des libérations conditionnelles du Canada,https://www.canada.ca/fr/commission-liberations-conditionnelles/services/coronavirus-covid-19.html
"",Développement économique Canada pour les régions du Québec,https://www.canada.ca/fr/developpement-economique-regions-quebec/nouvelles/2020/06/invitation-aux-medias-covid-19-la-ministre-melanie-joly-visitera-dataperformers-une-pme-montrealaise-qui-reprend-graduellement-ses-activites.html
"",Agence de promotion économique du Canada atlantique,https://www.canada.ca/fr/promotion-economique-canada-atlantique/campagnes/infographies/infographie-adr-covid19.html
"",Services aux Autochtones Canada,https://www.canada.ca/fr/services-autochtones-canada/nouvelles/2020/05/services-aux-autochtones-canada-fournit-un-transport-aerien-direct-avec-des-protocoles-sanitaires-stricts-et-dedie-aux-travailleurs-essentiels-pour.html
"",Infrastructure Canada,https://www.canada.ca/fr/bureau-infrastructure/nouvelles/2020/06/document-dinformation-le-canada-et-lontario-investissent-dans-les-infrastructures-de-transport-en-commun-et-de-transport-actif-pour-les-residents-d.html
"",Gouvernement du Canada; Services aux Autochtones Canada,https://www.sac-isc.gc.ca/fra/1585189335380/1585189357198
Canadian Trade Commissioner Service,,https://www.tradecommissioner.gc.ca/germany-allemagne/events-evenements/0009746.aspx?lang=eng
"",Agence de promotion économique du Canada atlantique,https://www.canada.ca/fr/promotion-economique-canada-atlantique/campagnes/covid19/farr.html
"",Infrastructure Canada,https://www.canada.ca/fr/bureau-infrastructure/nouvelles/2020/07/le-canada-et-lontario-investissent-dans-les-routes-et-les-ponts-dans-des-collectivites-rurales-de-lest-de-lontario.html
Service Canada,,https://www.canada.ca/en/services/benefits/publicpensions/notice-covid-19.html
Government of Canada; Indigenous Services Canada,,https://www.sac-isc.gc.ca/eng/1584819394157/1584819418553
"",Sécurité publique Canada,https://www.canada.ca/fr/securite-publique-canada/nouvelles/2020/06/le-gouvernement-du-canada-continue-de-soutenir-lintervention-a-la-covid-19-au-quebec-avec-un-partenariat-avec-la-croix-rouge-canadien.html
Investment and Innovation,,https://www.tradecommissioner.gc.ca/index.aspx?lang=eng
Global Affairs Canada,N/A,travel.gc.ca
Indigenous Services Canada,N/A,www.canada.ca/en/indigenous-services-canada
Infrastructure Canada,,https://www.canada.ca/en/office-infrastructure/news/2020/06/backgrounder-nova-scotias-202021-federal-gas-tax-fund-allocations.html
Canada Economic Development for Quebec Regions,,https://www.canada.ca/en/economic-development-quebec-regions/news/2020/07/supporting-innovation-for-a-stronger-quebec-economy.html
"",Service Canada,https://www.canada.ca/fr/nouvelles/annonces-liees-a-la-covid-19.html
"",Pêches et Océans Canada,https://www.canada.ca/fr/peches-oceans/nouvelles/2020/03/declaration-de-la-ministre-des-peches-des-oceans-et-de-la-garde-cotiere-canadienne-concernant-la-reponse-du-gouvernement-du-canada-au-covid-19.html
Atlantic Canada Opportunities Agency,,https://www.canada.ca/en/atlantic-canada-opportunities/campaigns/covid19/rrrf.html
"",Agence de promotion économique du Canada atlantique,https://www.canada.ca/fr/promotion-economique-canada-atlantique/nouvelles/2020/06/covid-19--le-fonds-canadien-pour-la-stabilisation-des-produits-de-la-mer-sera-lance-le-22-juin-2020.html
"",Infrastructure Canada,https://www.canada.ca/fr/bureau-infrastructure/nouvelles/2020/06/document-dinformation--allocations-20202021-du-fonds-de-la-taxe-sur-lessence-federal-au-nouveau-brunswick.html
"",Agence des services frontaliers du Canada,https://www.canada.ca/fr/agence-services-frontaliers/nouvelles/2020/04/test0.html
"",Conseil national de recherches Canada,https://www.canada.ca/fr/conseil-national-recherches/nouvelles/2020/05/annonce-de-collaboration-entre-le-conseil-national-de-recherches-du-canada-et-cansino-biologics-inc-pour-le-developpement-dun-vaccin-contre-la-covi.html
"",Agence des services frontaliers du Canada,https://www.canada.ca/fr/agence-services-frontaliers/nouvelles/2020/07/covid-19-suspension-temporaire-du-service-de-lasfc-a-crystal-city.html
E Division,,http://sunshinecoast.rcmp-grc.gc.ca/viewpage.action?contentid=63818&languageid=1&sitenodeid=2087
N/A,Agence du revenu du Canada,www.canada.ca/fr/agence-revenu
"",Cabinet du juge militaire en chef,https://www.canada.ca/fr/juge-militaire-chef/covid19jmci.html
Employment and Social Development Canada,N/A,www.canada.ca/en/employment-social-development
"",Infrastructure Canada,https://www.canada.ca/fr/bureau-infrastructure/nouvelles/2020/07/les-residents-de-tyne-valley-beneficieront-de-la-reconstruction-du-centre-sportif-communautaire.html
"",Division E,http://sunshinecoast.rcmp-grc.gc.ca/viewpage.action?contentid=63818&languageid=4&sitenodeid=2087
"",Services aux Autochtones Canada,https://www.canada.ca/fr/services-autochtones-canada/nouvelles/2020/03/les-dirigeants-autochtones-territoriaux-et-federaux-mobilisent-des-fonds-pour-soutenir-une-initiative-sans-precedent-de-distanciation-physique-du-nord.html
